received_at_utc,source_ip,node_id,boot_id,sequence,first_sample_index,sample_count,sample_rate_hz,temperature_c
2026-07-18T00:14:00.527Z,usb,1,848316260,18798,4812288,256,6000,33.450
2026-07-18T00:14:00.569Z,usb,1,848316260,18799,4812544,256,6000,33.450
2026-07-18T00:14:00.612Z,usb,1,848316260,18800,4812800,256,6000,33.450
2026-07-18T00:14:00.654Z,usb,1,848316260,18801,4813056,256,6000,33.450
2026-07-18T00:14:00.697Z,usb,1,848316260,18802,4813312,256,6000,33.450
2026-07-18T00:14:00.740Z,usb,1,848316260,18803,4813568,256,6000,33.450
2026-07-18T00:14:00.782Z,usb,1,848316260,18804,4813824,256,6000,33.450
2026-07-18T00:14:00.824Z,usb,1,848316260,18805,4814080,256,6000,33.450
2026-07-18T00:14:00.867Z,usb,1,848316260,18806,4814336,256,6000,33.450
2026-07-18T00:14:00.909Z,usb,1,848316260,18807,4814592,256,6000,33.450
2026-07-18T00:14:00.952Z,usb,1,848316260,18808,4814848,256,6000,33.450
2026-07-18T00:14:00.994Z,usb,1,848316260,18809,4815104,256,6000,33.450
2026-07-18T00:14:01.037Z,usb,1,848316260,18810,4815360,256,6000,33.450
2026-07-18T00:14:01.079Z,usb,1,848316260,18811,4815616,256,6000,33.450
2026-07-18T00:14:01.122Z,usb,1,848316260,18812,4815872,256,6000,33.450
2026-07-18T00:14:01.165Z,usb,1,848316260,18813,4816128,256,6000,33.450
2026-07-18T00:14:01.207Z,usb,1,848316260,18814,4816384,256,6000,33.450
2026-07-18T00:14:01.249Z,usb,1,848316260,18815,4816640,256,6000,33.450
2026-07-18T00:14:01.292Z,usb,1,848316260,18816,4816896,256,6000,33.450
2026-07-18T00:14:01.335Z,usb,1,848316260,18817,4817152,256,6000,33.450
2026-07-18T00:14:01.377Z,usb,1,848316260,18818,4817408,256,6000,33.450
2026-07-18T00:14:01.420Z,usb,1,848316260,18819,4817664,256,6000,33.450
2026-07-18T00:14:01.463Z,usb,1,848316260,18820,4817920,256,6000,33.450
2026-07-18T00:14:01.505Z,usb,1,848316260,18821,4818176,256,6000,33.450
2026-07-18T00:14:01.548Z,usb,1,848316260,18822,4818432,256,6000,33.450
2026-07-18T00:14:01.590Z,usb,1,848316260,18823,4818688,256,6000,33.450
2026-07-18T00:14:01.633Z,usb,1,848316260,18824,4818944,256,6000,33.450
2026-07-18T00:14:01.675Z,usb,1,848316260,18825,4819200,256,6000,33.450
2026-07-18T00:14:01.718Z,usb,1,848316260,18826,4819456,256,6000,33.450
2026-07-18T00:14:01.760Z,usb,1,848316260,18827,4819712,256,6000,33.450
2026-07-18T00:14:01.803Z,usb,1,848316260,18828,4819968,256,6000,33.450
2026-07-18T00:14:01.845Z,usb,1,848316260,18829,4820224,256,6000,33.450
2026-07-18T00:14:01.888Z,usb,1,848316260,18830,4820480,256,6000,33.450
2026-07-18T00:14:01.930Z,usb,1,848316260,18831,4820736,256,6000,33.450
2026-07-18T00:14:01.973Z,usb,1,848316260,18832,4820992,256,6000,33.450
2026-07-18T00:14:02.015Z,usb,1,848316260,18833,4821248,256,6000,33.450
2026-07-18T00:14:02.058Z,usb,1,848316260,18834,4821504,256,6000,33.450
2026-07-18T00:14:02.100Z,usb,1,848316260,18835,4821760,256,6000,33.450
2026-07-18T00:14:02.143Z,usb,1,848316260,18836,4822016,256,6000,33.450
2026-07-18T00:14:02.185Z,usb,1,848316260,18837,4822272,256,6000,33.450
2026-07-18T00:14:02.228Z,usb,1,848316260,18838,4822528,256,6000,33.450
2026-07-18T00:14:02.270Z,usb,1,848316260,18839,4822784,256,6000,33.450
2026-07-18T00:14:02.313Z,usb,1,848316260,18840,4823040,256,6000,33.450
2026-07-18T00:14:02.355Z,usb,1,848316260,18841,4823296,256,6000,33.450
2026-07-18T00:14:02.398Z,usb,1,848316260,18842,4823552,256,6000,33.450
2026-07-18T00:14:02.441Z,usb,1,848316260,18843,4823808,256,6000,33.460
2026-07-18T00:14:02.483Z,usb,1,848316260,18844,4824064,256,6000,33.460
2026-07-18T00:14:02.526Z,usb,1,848316260,18845,4824320,256,6000,33.460
2026-07-18T00:14:02.569Z,usb,1,848316260,18846,4824576,256,6000,33.460
2026-07-18T00:14:02.611Z,usb,1,848316260,18847,4824832,256,6000,33.460
2026-07-18T00:14:02.653Z,usb,1,848316260,18848,4825088,256,6000,33.460
2026-07-18T00:14:02.696Z,usb,1,848316260,18849,4825344,256,6000,33.460
2026-07-18T00:14:02.739Z,usb,1,848316260,18850,4825600,256,6000,33.460
2026-07-18T00:14:02.781Z,usb,1,848316260,18851,4825856,256,6000,33.460
2026-07-18T00:14:02.823Z,usb,1,848316260,18852,4826112,256,6000,33.460
2026-07-18T00:14:02.866Z,usb,1,848316260,18853,4826368,256,6000,33.460
2026-07-18T00:14:02.909Z,usb,1,848316260,18854,4826624,256,6000,33.460
2026-07-18T00:14:02.951Z,usb,1,848316260,18855,4826880,256,6000,33.460
2026-07-18T00:14:02.994Z,usb,1,848316260,18856,4827136,256,6000,33.460
2026-07-18T00:14:03.036Z,usb,1,848316260,18857,4827392,256,6000,33.460
2026-07-18T00:14:03.079Z,usb,1,848316260,18858,4827648,256,6000,33.460
2026-07-18T00:14:03.121Z,usb,1,848316260,18859,4827904,256,6000,33.460
2026-07-18T00:14:03.164Z,usb,1,848316260,18860,4828160,256,6000,33.460
2026-07-18T00:14:03.206Z,usb,1,848316260,18861,4828416,256,6000,33.460
2026-07-18T00:14:03.249Z,usb,1,848316260,18862,4828672,256,6000,33.460
2026-07-18T00:14:03.291Z,usb,1,848316260,18863,4828928,256,6000,33.460
2026-07-18T00:14:03.334Z,usb,1,848316260,18864,4829184,256,6000,33.460
2026-07-18T00:14:03.376Z,usb,1,848316260,18865,4829440,256,6000,33.460
2026-07-18T00:14:03.418Z,usb,1,848316260,18866,4829696,256,6000,33.460
2026-07-18T00:14:03.462Z,usb,1,848316260,18867,4829952,256,6000,33.460
2026-07-18T00:14:03.504Z,usb,1,848316260,18868,4830208,256,6000,33.460
2026-07-18T00:14:03.547Z,usb,1,848316260,18869,4830464,256,6000,33.460
2026-07-18T00:14:03.589Z,usb,1,848316260,18870,4830720,256,6000,33.460
2026-07-18T00:14:03.632Z,usb,1,848316260,18871,4830976,256,6000,33.460
2026-07-18T00:14:03.674Z,usb,1,848316260,18872,4831232,256,6000,33.460
2026-07-18T00:14:03.717Z,usb,1,848316260,18873,4831488,256,6000,33.460
2026-07-18T00:14:03.759Z,usb,1,848316260,18874,4831744,256,6000,33.460
2026-07-18T00:14:03.802Z,usb,1,848316260,18875,4832000,256,6000,33.460
2026-07-18T00:14:03.844Z,usb,1,848316260,18876,4832256,256,6000,33.460
2026-07-18T00:14:03.887Z,usb,1,848316260,18877,4832512,256,6000,33.460
2026-07-18T00:14:03.929Z,usb,1,848316260,18878,4832768,256,6000,33.460
2026-07-18T00:14:03.972Z,usb,1,848316260,18879,4833024,256,6000,33.460
2026-07-18T00:14:04.014Z,usb,1,848316260,18880,4833280,256,6000,33.460
2026-07-18T00:14:04.057Z,usb,1,848316260,18881,4833536,256,6000,33.460
2026-07-18T00:14:04.099Z,usb,1,848316260,18882,4833792,256,6000,33.460
2026-07-18T00:14:04.142Z,usb,1,848316260,18883,4834048,256,6000,33.460
2026-07-18T00:14:04.184Z,usb,1,848316260,18884,4834304,256,6000,33.460
2026-07-18T00:14:04.227Z,usb,1,848316260,18885,4834560,256,6000,33.460
2026-07-18T00:14:04.269Z,usb,1,848316260,18886,4834816,256,6000,33.460
2026-07-18T00:14:04.312Z,usb,1,848316260,18887,4835072,256,6000,33.460
2026-07-18T00:14:04.354Z,usb,1,848316260,18888,4835328,256,6000,33.460
2026-07-18T00:14:04.397Z,usb,1,848316260,18889,4835584,256,6000,33.460
2026-07-18T00:14:04.439Z,usb,1,848316260,18890,4835840,256,6000,33.460
2026-07-18T00:14:04.482Z,usb,1,848316260,18891,4836096,256,6000,33.460
2026-07-18T00:14:04.525Z,usb,1,848316260,18892,4836352,256,6000,33.460
2026-07-18T00:14:04.568Z,usb,1,848316260,18893,4836608,256,6000,33.460
2026-07-18T00:14:04.610Z,usb,1,848316260,18894,4836864,256,6000,33.460
2026-07-18T00:14:04.652Z,usb,1,848316260,18895,4837120,256,6000,33.460
2026-07-18T00:14:04.695Z,usb,1,848316260,18896,4837376,256,6000,33.460
2026-07-18T00:14:04.737Z,usb,1,848316260,18897,4837632,256,6000,33.460
2026-07-18T00:14:04.780Z,usb,1,848316260,18898,4837888,256,6000,33.460
2026-07-18T00:14:04.823Z,usb,1,848316260,18899,4838144,256,6000,33.460
2026-07-18T00:14:04.865Z,usb,1,848316260,18900,4838400,256,6000,33.460
2026-07-18T00:14:04.907Z,usb,1,848316260,18901,4838656,256,6000,33.460
2026-07-18T00:14:04.950Z,usb,1,848316260,18902,4838912,256,6000,33.460
2026-07-18T00:14:04.992Z,usb,1,848316260,18903,4839168,256,6000,33.460
2026-07-18T00:14:05.035Z,usb,1,848316260,18904,4839424,256,6000,33.460
2026-07-18T00:14:05.077Z,usb,1,848316260,18905,4839680,256,6000,33.460
2026-07-18T00:14:05.120Z,usb,1,848316260,18906,4839936,256,6000,33.460
2026-07-18T00:14:05.163Z,usb,1,848316260,18907,4840192,256,6000,33.460
2026-07-18T00:14:05.205Z,usb,1,848316260,18908,4840448,256,6000,33.460
2026-07-18T00:14:05.248Z,usb,1,848316260,18909,4840704,256,6000,33.460
2026-07-18T00:14:05.290Z,usb,1,848316260,18910,4840960,256,6000,33.460
2026-07-18T00:14:05.333Z,usb,1,848316260,18911,4841216,256,6000,33.460
2026-07-18T00:14:05.375Z,usb,1,848316260,18912,4841472,256,6000,33.460
2026-07-18T00:14:05.418Z,usb,1,848316260,18913,4841728,256,6000,33.460
2026-07-18T00:14:05.460Z,usb,1,848316260,18914,4841984,256,6000,33.460
2026-07-18T00:14:05.503Z,usb,1,848316260,18915,4842240,256,6000,33.460
2026-07-18T00:14:05.546Z,usb,1,848316260,18916,4842496,256,6000,33.460
2026-07-18T00:14:05.588Z,usb,1,848316260,18917,4842752,256,6000,33.460
2026-07-18T00:14:05.631Z,usb,1,848316260,18918,4843008,256,6000,33.460
2026-07-18T00:14:05.673Z,usb,1,848316260,18919,4843264,256,6000,33.460
2026-07-18T00:14:05.716Z,usb,1,848316260,18920,4843520,256,6000,33.460
2026-07-18T00:14:05.758Z,usb,1,848316260,18921,4843776,256,6000,33.460
