received_at_utc,source_ip,node_id,boot_id,sequence,first_sample_index,sample_count,sample_rate_hz,temperature_c
2026-07-23T01:29:15.790Z,usb,1,3612849267,159264,40771584,256,8000,32.000
2026-07-23T01:29:15.821Z,usb,1,3612849267,159265,40771840,256,8000,32.000
2026-07-23T01:29:15.853Z,usb,1,3612849267,159266,40772096,256,8000,32.000
2026-07-23T01:29:15.885Z,usb,1,3612849267,159267,40772352,256,8000,32.000
2026-07-23T01:29:15.918Z,usb,1,3612849267,159268,40772608,256,8000,32.000
2026-07-23T01:29:15.949Z,usb,1,3612849267,159269,40772864,256,8000,32.000
2026-07-23T01:29:15.982Z,usb,1,3612849267,159270,40773120,256,8000,32.000
2026-07-23T01:29:16.014Z,usb,1,3612849267,159271,40773376,256,8000,32.000
2026-07-23T01:29:16.046Z,usb,1,3612849267,159272,40773632,256,8000,32.000
2026-07-23T01:29:16.078Z,usb,1,3612849267,159273,40773888,256,8000,32.000
2026-07-23T01:29:16.110Z,usb,1,3612849267,159274,40774144,256,8000,32.000
2026-07-23T01:29:16.142Z,usb,1,3612849267,159275,40774400,256,8000,32.000
2026-07-23T01:29:16.174Z,usb,1,3612849267,159276,40774656,256,8000,32.000
2026-07-23T01:29:16.206Z,usb,1,3612849267,159277,40774912,256,8000,32.000
2026-07-23T01:29:16.238Z,usb,1,3612849267,159278,40775168,256,8000,32.000
2026-07-23T01:29:16.270Z,usb,1,3612849267,159279,40775424,256,8000,32.000
2026-07-23T01:29:16.302Z,usb,1,3612849267,159280,40775680,256,8000,32.000
2026-07-23T01:29:16.334Z,usb,1,3612849267,159281,40775936,256,8000,32.000
2026-07-23T01:29:16.366Z,usb,1,3612849267,159282,40776192,256,8000,32.000
2026-07-23T01:29:16.397Z,usb,1,3612849267,159283,40776448,256,8000,32.000
2026-07-23T01:29:16.430Z,usb,1,3612849267,159284,40776704,256,8000,32.000
2026-07-23T01:29:16.462Z,usb,1,3612849267,159285,40776960,256,8000,32.000
2026-07-23T01:29:16.494Z,usb,1,3612849267,159286,40777216,256,8000,32.000
2026-07-23T01:29:16.526Z,usb,1,3612849267,159287,40777472,256,8000,32.000
2026-07-23T01:29:16.558Z,usb,1,3612849267,159288,40777728,256,8000,32.000
2026-07-23T01:29:16.590Z,usb,1,3612849267,159289,40777984,256,8000,32.000
2026-07-23T01:29:16.622Z,usb,1,3612849267,159290,40778240,256,8000,32.000
2026-07-23T01:29:16.654Z,usb,1,3612849267,159291,40778496,256,8000,32.000
2026-07-23T01:29:16.686Z,usb,1,3612849267,159292,40778752,256,8000,32.000
2026-07-23T01:29:16.718Z,usb,1,3612849267,159293,40779008,256,8000,32.000
2026-07-23T01:29:16.750Z,usb,1,3612849267,159294,40779264,256,8000,32.000
2026-07-23T01:29:16.782Z,usb,1,3612849267,159295,40779520,256,8000,32.000
2026-07-23T01:29:16.814Z,usb,1,3612849267,159296,40779776,256,8000,32.000
2026-07-23T01:29:16.846Z,usb,1,3612849267,159297,40780032,256,8000,32.000
2026-07-23T01:29:16.877Z,usb,1,3612849267,159298,40780288,256,8000,32.000
2026-07-23T01:29:16.909Z,usb,1,3612849267,159299,40780544,256,8000,32.000
2026-07-23T01:29:16.942Z,usb,1,3612849267,159300,40780800,256,8000,32.000
2026-07-23T01:29:16.973Z,usb,1,3612849267,159301,40781056,256,8000,32.000
2026-07-23T01:29:17.005Z,usb,1,3612849267,159302,40781312,256,8000,32.000
